subscriberCount,channelViewCount,totalviews/channelelapsedtime,likes/views,totvideos/videocount,videoCount,videoLikeCount,channelCommentCount,comments/views,dislikes/views,videoDislikeCount,videoCategoryId,likes/dislikes,channelDays
125,104095,3.4893738267632073,0.010299324106855488,794.6183206106871,131,32,0,0.0032185387833923397,0.007080785323463148,22,22,-2.0,1243.0
22194,3395783,120.31544075963718,0.009404147074693595,11319.276666666667,300,122,0,0.0009249980729206814,0.0006166653819471209,8,26,-2.0,1176.0
9155,874138,38.42027074542897,0.007662552956345552,9605.912087912087,91,208,0,0.00022103518143304476,0.0006999447412046417,19,10,-2.0,948.0
498,76232,3.1263123359580054,0.017642822851656265,10890.285714285714,7,147,0,0.000600096015362458,0.001200192030724916,10,10,-2.0,1016.0
672,661815,30.038807189542485,0.0010460251046025104,26472.6,25,14,0,0.00044829647340107593,0.0010460251046025104,14,22,-2.0,918.0
1,2931,0.11392257462686567,0.0010235414534288639,2931.0,1,3,0,0.0,0.000682360968952576,2,22,-2.0,1072.0
91,24580,1.0713040446304045,0.006840958605664488,877.8571428571429,28,157,0,0.004052287581699347,0.003224400871459695,74,1,-2.0,956.0
309,76874,2.7732323232323233,0.004759087975908798,1787.7674418604652,43,177,0,0.00029576252957625295,0.0007797375779737578,29,1,-2.0,1155.0
2718,955116,34.63577023498694,0.01227076591154261,6045.037974683544,158,91,0,0.0004045307443365696,0.00013484358144552318,1,22,-2.0,1149.0
30806,2087897,86.13436468646864,0.049616066154754876,1973.4376181474481,1058,168,0,0.0035440047253396337,0.0011813349084465446,4,22,-2.0,1010.0
37,46116,1.891240157480315,0.0010411921650289582,46116.0,1,48,0,4.338300687620659e-05,0.0002819895446953428,13,22,-2.0,1016.0
588,36572,1.465224358974359,0.009469323337936477,3047.6666666666665,12,48,0,0.00019727756954034326,0.002170053264943776,11,22,-2.0,1040.0
47,8958,0.3534564393939394,0.0030638297872340424,1279.7142857142858,7,18,0,0.0013617021276595745,0.0005106382978723404,3,22,-2.0,1056.0
138,8423,0.3516616566466266,0.0015319800842589046,421.15,20,8,0,0.0032554576790501722,0.0013404825737265416,7,22,-2.0,998.0
76,3351,0.1313499529633114,0.04279749478079332,837.75,4,82,0,0.009394572025052192,0.015135699373695199,29,22,-2.0,1063.0
13,13857,0.47055827220863894,0.001763668430335097,3464.25,4,20,0,0.0005291005291005291,0.0019400352733686067,22,22,-2.0,1227.0
1483,52478,1.7312615465822117,0.011686143572621035,8746.333333333334,6,35,0,0.00667779632721202,0.001001669449081803,3,24,-2.0,1263.0
1050,239408,7.885638998682477,0.013218390804597701,3192.1066666666666,75,46,0,0.00028735632183908046,0.0,0,24,-2.0,1265.0
438,286980,10.516710642040458,0.0008191181019372429,16881.176470588234,17,143,0,8.592147922418633e-05,0.0001775710570633184,31,24,-2.0,1137.0
496,1872,0.06945681211041853,0.04932975871313673,1872.0,1,92,0,0.005898123324396783,0.0005361930294906167,1,17,-2.0,1123.0
6096,122695,5.744147940074907,0.004614792975259582,6816.388888888889,18,36,0,0.0021792077938725804,0.00012818869375721061,1,28,-2.0,890.0
81,4523,0.14945149352365847,0.013285457809694794,904.6,5,37,0,0.000718132854578097,0.0,0,22,-2.0,1261.0
19,33344,1.665867306155076,0.0010057832537088258,3031.2727272727275,11,4,0,0.0,0.0007543374402816193,3,22,-2.0,834.0
8,10094,0.3613258877434135,0.0029650638133298956,1261.75,8,23,0,0.00025783163594173,0.0,0,10,-2.0,1164.0
93,29667,1.1268231540565177,0.008741154783849675,3708.375,8,147,0,0.00029731818992685975,0.0005946363798537195,10,22,-2.0,1097.0
132,69059,3.1725009187798605,0.005512101391611513,896.8701298701299,77,284,0,0.0010092580012809813,0.0012033460784504008,62,22,-2.0,907.0
9116,1617665,58.20613845710996,0.01078972340350754,43720.67567567567,37,307,0,0.0005271851825818016,0.00010543703651636032,3,17,-2.0,1158.0
19,8374,0.2941961776278808,0.004678214692122898,2791.3333333333335,3,37,0,0.0005057529396889619,0.0010115058793779238,8,22,-2.0,1186.0
1374,315408,14.085744908896034,0.0027909572983533353,15770.4,20,10,0,0.0,0.00027909572983533354,1,17,-2.0,933.0
1866,196080,6.562248995983936,0.025843188786684186,781.1952191235059,251,590,0,0.01979851073149365,0.0032413491020586945,74,20,-2.0,1245.0
85,60691,2.1304057848918845,0.0011697426566155446,5057.583333333333,12,9,0,0.0,0.0002599428125812321,2,22,-2.0,1187.0
2248,1058301,35.87947518307567,0.017233348858872847,4373.144628099173,242,37,0,0.0018630647414997672,0.0009315323707498836,2,10,-2.0,1229.0
2580,339506,14.288973063973064,0.013539651837524178,3994.1882352941175,85,28,0,0.00918762088974855,0.0014506769825918763,3,17,-2.0,990.0
133,18441,0.630332239540607,0.0007782101167315176,130.7872340425532,141,1,0,0.0,0.0023346303501945525,3,20,-2.0,1219.0
32,77696,2.5877964295230482,0.0033394362928389075,38848.0,2,259,0,0.0002836586812450037,0.00016761649346295676,13,22,-2.0,1251.0
4368,732913,30.78431619623656,0.012899983246775003,19808.45945945946,37,77,0,0.0015077902496230524,0.0,0,17,-2.0,992.0
346554,21029935,753.4370521639438,0.02257648359749355,91833.77729257641,229,245,0,0.004791743457427202,0.0005528934758569849,6,20,-2.0,1163.0
6,3308,0.14224286205710354,0.003326277592984578,3308.0,1,11,0,0.0018143332325370426,0.0,0,22,-2.0,969.0
558,12750,0.5551201671891327,0.019996296982040362,3187.5,4,108,0,0.00018515089798185522,0.0,0,10,-2.0,957.0
56775,39217380,1380.1161317567567,0.00024024344669264854,220322.35955056178,178,9,0,5.3387432598366345e-05,0.00024024344669264854,9,22,-2.0,1184.0
24,138977,5.896851663272233,0.0,9265.133333333333,15,0,0,0.0,0.0,0,22,-2.0,982.0
237,21610,0.745995581331124,0.001388567461235825,237.47252747252747,91,6,0,0.0,0.0,0,28,-2.0,1207.0
66516,28595652,1070.5170709793351,0.0015571473061351605,8482.839513497478,3371,5,0,0.0003114294612270321,0.003737153534724385,12,22,-2.0,1113.0
9604,221414,8.135435038212815,-1.0,31630.571428571428,7,-1,0,0.006154434250764526,-1.0,-1,26,-2.0,1134.0
17,11965,0.40140230810520666,0.0031012122920778123,2991.25,4,22,0,0.0,0.000140964195094446,1,22,-2.0,1242.0
23,54228,1.868899917287014,0.0,3012.6666666666665,18,0,0,0.0,0.00010388531061707874,1,28,-2.0,1209.0
584,147578,6.5346262840949345,0.029657661734006562,29515.6,5,2884,0,0.001964151661302099,0.0006889956089384326,67,22,43.04477611940298,941.0
122,68432,2.6697877652933832,0.003365870077415012,7603.555555555556,9,20,0,0.0023561090541905083,0.0,0,22,-2.0,1068.0
111,23202,0.968687374749499,0.012324135674555568,3314.5714285714284,7,113,0,0.0016359472134365798,0.0008725051804995092,8,10,-2.0,998.0
3,5646,0.26462317210348707,0.005486284289276808,2823.0,2,22,0,0.0,0.0,0,22,-2.0,889.0
0,138882764,5236.906636500754,0.0002848799943024001,1167082.050420168,119,24,0,5.9349998813000025e-05,0.00013056999738860004,11,24,-2.0,1105.0
84,11289,0.40725108225108225,0.00816326530612245,225.78,50,14,0,0.0,0.001749271137026239,3,22,-2.0,1155.0
627,353755,14.739791666666667,0.0039510075069142635,7526.702127659574,47,30,0,0.0,0.00013170025023047545,1,22,-2.0,1000.0
28,15778,0.8353451927149513,0.003878186788734185,15778.0,1,61,0,0.00019073049780659929,0.0005721914934197979,9,22,-2.0,787.0
8,4604,0.15853994490358125,0.009060773480662983,1151.0,4,41,0,0.0013259668508287293,0.00022099447513812155,1,22,-2.0,1210.0
4934,702346,26.08236779560309,0.006713554987212276,2413.5601374570447,291,21,0,0.0006393861892583121,0.0012787723785166241,4,20,-2.0,1122.0
11820,3431118,139.2047224926972,0.0026104417670682733,19606.38857142857,175,13,0,0.00040160642570281126,0.00040160642570281126,2,26,-2.0,1027.0
14127,1695567,61.80982064741907,0.010422698320787493,1717.8996960486322,987,36,0,0.005790387955993051,0.0,0,22,-2.0,1143.0
2123,187340,6.683076484018265,0.012475080045913127,62446.666666666664,3,413,0,0.007189029179000785,0.0034434845647314687,114,27,-2.0,1168.0
544,211329,8.244733146067416,0.0009317927692881103,4226.58,50,10,0,0.0,0.0,0,22,-2.0,1068.0
120,310966,10.440706419554123,0.0,5455.543859649123,57,0,0,0.00042354934349851756,0.0008470986869970351,2,22,-2.0,1241.0
77,4660,0.20945702984537937,0.013762486126526082,2330.0,2,62,0,0.0028856825749167593,0.00776914539400666,35,22,-2.0,927.0
27,9388,0.32624409229913814,0.011022657685241886,1877.6,5,18,0,0.001224739742804654,0.001224739742804654,2,20,-2.0,1199.0
9981,2379651,100.96957739307535,0.004779639975170702,9752.668032786885,244,77,0,0.0006828057107386717,0.00031036623215394165,5,20,-2.0,982.0
179,19204,0.6542654674298174,0.006024096385542169,110.36781609195403,174,27,0,0.005800981704596163,0.0015618027666220438,7,15,-2.0,1223.0
5045,4916889,184.2359487410072,0.0005701254275940707,20234.11111111111,243,4,0,0.00014253135689851768,0.00028506271379703536,2,22,-2.0,1112.0
89,84486,3.0798337707786527,0.0003756574004507889,630.4925373134329,134,1,0,0.0,0.0,0,24,-2.0,1143.0
22378,2375849,98.5012023217247,0.018977859164308306,28973.768292682926,82,342,0,0.002885522446035181,0.000332944897619444,6,20,-2.0,1005.0
13528,385389,16.13856783919598,0.031053901850362026,7707.78,50,193,0,0.003218020917135961,0.006757843925985519,42,22,-2.0,995.0
4352,6299801,251.6699025247683,0.001749538730358418,899971.5714285715,7,3168,0,6.903167338851082e-05,0.00010051011645367174,182,22,17.406593406593405,1043.0
0,116984,5.661246612466124,0.00042651412514426216,16712.0,7,17,0,0.00010035626473982639,0.00010035626473982639,4,19,-2.0,861.0
1058,2014876,65.94907043728725,-1.0,106046.1052631579,19,-1,0,5.7515337423312883e-05,-1.0,-1,26,-2.0,1273.0
213,412234,15.040645067133683,0.0011052166224580018,1230.5492537313432,335,10,0,0.0,0.0003315649867374005,3,24,-2.0,1142.0
86,57898,2.269441831295077,0.0012110307601813086,57898.0,1,70,0,8.650219715580776e-05,0.00024220615203626172,14,22,-2.0,1063.0
1150,858210,28.357454401268836,0.006826456310679611,33008.07692307692,26,45,0,0.0006067961165048543,0.0,0,2,-2.0,1261.0
0,1197,0.04386543535620053,0.0016722408026755853,1197.0,1,2,0,0.0,0.0008361204013377926,1,22,-2.0,1137.0
321,8,0.0003944773175542406,0.006669630947087594,8.0,1,15,0,0.0,0.00044464206313917296,1,22,-2.0,845.0
30,1909,0.06827610872675251,0.006257822277847309,636.3333333333334,3,10,0,0.0025031289111389237,0.0012515644555694619,2,22,-2.0,1165.0
1917,546297,24.31877670940171,0.006423982869379015,7094.766233766234,77,60,0,0.00032119914346895073,0.00042826552462526765,4,10,-2.0,936.0
9,14391,0.5672894985808893,0.008188824662813102,4797.0,3,34,0,0.0009633911368015414,0.0,0,22,-2.0,1057.0
0,5933,0.2428372626064178,0.002193352454867555,5933.0,1,13,0,0.0,0.0010123165176311793,6,28,-2.0,1018.0
168,31371,1.2702866861030127,0.02385496183206107,352.4831460674157,89,25,0,0.022900763358778626,0.004770992366412214,5,22,-2.0,1029.0
171,44197,1.6442336309523808,0.009524547003252285,940.3617021276596,47,246,0,0.0013551184760724794,0.002516648598420319,65,1,-2.0,1120.0
313,94364,3.416015059368665,0.006498807315133846,94364.0,1,613,0,0.0019188974291015108,0.004887357540418765,461,22,-2.0,1151.0
15,12517,0.5775655223329642,0.00338436744560838,6258.5,2,42,0,0.00024174053182917003,8.058017727639001e-05,1,22,-2.0,903.0
20,130600,4.66295344187375,0.002822367260539778,4503.448275862069,29,16,0,0.0,0.0,0,1,-2.0,1167.0
37996,3634268,120.56356157112526,0.024660698816055444,8653.019047619047,420,427,0,0.0019058619693907016,0.00023101357204735777,4,24,-2.0,1256.0
1916,80353,3.375042002688172,0.007939082481091325,26784.333333333332,3,465,0,0.00042683239145652283,0.0002390261392156528,14,27,-2.0,992.0
10,5425,0.1927038931514635,0.007642427049559981,2712.5,2,33,0,0.0004631773969430292,0.0004631773969430292,2,20,-2.0,1173.0
31,37530,1.2530048076923077,0.0008361204013377926,1876.5,20,1,0,0.0,0.0,0,20,-2.0,1248.0
15146,13424123,562.1492043551088,0.00705371676614216,154300.2643678161,87,78,0,0.00045216133116295895,0.00018086453246518358,2,17,-2.0,995.0
174475,40030726,1564.67815822389,0.0045886401741330116,158852.0873015873,252,156,0,0.0008530164426272907,8.824308027178869e-05,3,28,-2.0,1066.0
27,12670,0.48388328750381915,0.002863278453829635,575.9090909090909,22,4,0,0.0,0.0021474588403722263,3,20,-2.0,1091.0
12806,505730,24.559537684537684,0.04100946372239748,22987.727272727272,22,676,0,0.002851249696675564,0.0003639893229798593,6,26,-2.0,858.0
1883,5699369,192.13083198489753,0.004312203536006899,6325.603773584906,901,10,0,0.00043122035360068997,0.0,0,25,-2.0,1236.0
40,20714,0.7115278922780984,0.0031720856463124504,328.7936507936508,63,4,0,0.0,0.0007930214115781126,1,22,-2.0,1213.0
6,13425,0.5222922502334267,0.009637572960499524,4475.0,3,71,0,0.00013574046423238766,0.0,0,22,-2.0,1071.0
551,744381,28.586059907834102,0.003048780487804878,1974.4854111405837,377,6,0,0.0,0.0010162601626016261,2,20,-2.0,1085.0
13048,2368185,80.0278791565288,0.00894644317964249,4554.201923076923,520,514,0,0.003289645449323795,0.00020886637773484412,12,20,-2.0,1233.0
54,19282,0.6802850691504375,0.005761316872427984,838.3478260869565,23,70,0,0.0005761316872427984,8.23045267489712e-05,1,10,-2.0,1181.0
0,136496,6.340393905611297,0.008129265355279004,10499.692307692309,13,162,0,0.0007527097551184263,5.0180650341228424e-05,1,22,-2.0,897.0
174,32613,1.1092857142857142,0.011789181692094313,1553.0,21,17,0,0.0013869625520110957,0.0006934812760055479,1,22,-2.0,1225.0
315252,118898196,4621.35401119403,0.009720452418272647,417186.65263157897,285,862,0,0.0011953224551472163,0.00029319230031912857,26,22,-2.0,1072.0
49853,1874336,64.27764060356652,0.07952941176470588,16019.965811965812,117,676,0,0.009294117647058824,0.0010588235294117646,9,22,-2.0,1215.0
4954,530385,22.82993285123967,0.017082785808147174,6978.75,76,221,0,0.0030146092602612662,0.0007729767334003246,10,22,-2.0,968.0
9059,36893,1.3761936735302895,0.4104895104895105,1756.8095238095239,21,587,0,0.007692307692307693,0.0013986013986013986,2,26,-2.0,1117.0
26,10293,0.43452380952380953,0.0005830903790087463,10293.0,1,6,0,0.0,0.0,0,22,-2.0,987.0
0,2266830,106.36402027027027,0.005395627999712233,15851.958041958042,143,525,0,0.001469666293254951,0.00024665727998684497,24,22,-2.0,888.0
3153,1035931,39.23981060606061,0.0035699286014279717,1336.6851612903226,775,17,0,0.00020999580008399833,0.0,0,17,-2.0,1100.0
38,10453,0.4208132045088567,0.0011555350127108851,307.44117647058823,34,5,0,0.0,0.0009244280101687081,4,22,-2.0,1035.0
114,159920,6.2274143302180685,0.00291076626368328,5922.962962962963,27,163,0,0.00023214700262504687,0.0004107216200289291,23,15,-2.0,1070.0
63,75586,2.6826377058489497,0.0012745347947998981,2438.2580645161293,31,15,0,0.000424844931599966,0.0001699379726399864,2,22,-2.0,1174.0
36,78990,2.8895961369622474,0.0006784808490703197,918.4883720930233,86,42,0,9.692583558147424e-05,0.000274623200814177,17,22,-2.0,1139.0
0,217047,8.451985981308411,0.0031351472399507333,24116.333333333332,9,28,0,0.0003359086328518643,0.00044787817713581906,4,22,-2.0,1070.0
3313,553322,18.713541666666668,0.016094800141492747,8019.159420289855,69,91,0,0.007958967102935975,0.0019455252918287938,11,20,-2.0,1232.0
537,186979,8.368197278911564,0.004470938897168405,1968.2,95,21,0,0.0,0.0004258037044922291,2,22,-2.0,931.0
9,6833,0.32097895527996995,0.0028188865398167725,621.1818181818181,11,4,0,0.0007047216349541931,0.0007047216349541931,1,20,-2.0,887.0
5956,939444,49.99169859514687,0.004939626783754116,12869.09589041096,73,45,0,0.0002195389681668496,0.00032930845225027445,3,26,-2.0,783.0
892,307121,12.049631198995606,0.003148366784730421,6021.980392156863,51,8,0,0.0003935458480913026,0.0,0,22,-2.0,1062.0
282,270337,9.098579698438341,0.0011874321873790753,270337.0,1,313,0,0.0002010667921121118,0.00038316501893062815,101,22,-2.0,1238.0
717,80337,2.7482553366174054,0.013508183790179451,2295.342857142857,35,137,0,0.0019719976336028395,0.0033523959771248274,34,23,-2.0,1218.0
7679,7433275,271.68402777777777,0.0004705681040383299,72875.24509803922,102,22,0,8.555783709787816e-05,0.0001069472963723477,5,22,-2.0,1140.0
148199,17378013,654.0956413730804,0.02452316076294278,49793.7335243553,349,108,0,0.011580381471389645,0.0006811989100817438,3,22,-2.0,1107.0
524,349240,14.566232899566232,0.011750881316098707,3036.8695652173915,115,20,0,0.009400705052878966,0.0011750881316098707,2,22,-2.0,999.0
38389,28966184,1126.9134765017118,-1.0,88311.53658536586,328,-1,0,0.00016542597187758478,-1.0,-1,24,-2.0,1071.0
30,72336,2.8247422680412373,0.005319148936170213,18084.0,4,27,0,0.00019700551615445234,0.0,0,23,-2.0,1067.0
532,52418,2.181901431901432,0.008935219657483246,2496.095238095238,21,24,0,0.00037230081906180194,0.0,0,17,-2.0,1001.0
833,36598,1.613668430335097,0.01844063409899709,3659.8,10,114,0,0.0030734390164995147,0.0030734390164995147,19,26,-2.0,945.0
2954,22881,0.839977973568282,0.01870657402458578,1345.9411764705883,17,35,0,0.0037413148049171567,0.0005344735435595938,1,20,-2.0,1135.0
4,3535,0.17166860916860918,0.0014314342971657602,3535.0,1,5,0,0.000572573718866304,0.001145147437732608,4,28,-2.0,858.0
427,70300,2.304615788093365,0.005700570057005701,3700.0,19,19,0,0.0006000600060006001,0.0,0,22,-2.0,1271.0
771,489777,20.655237854251013,0.0034495975469528554,9995.448979591836,49,45,0,7.665772326561901e-05,0.00030663089306247603,4,17,-2.0,988.0
4,5088,0.2203742203742204,0.00039315903282877927,5088.0,1,2,0,0.0,0.00019657951641438963,1,24,-2.0,962.0
2386,1986233,79.04461158866603,0.0011951000896325067,5015.739898989899,396,4,0,-1.0,0.0,0,15,-2.0,1047.0
9,16517,0.8711497890295359,0.001609765913206788,1651.7,10,24,0,0.0002012207391508485,0.0009390301160372929,14,28,-2.0,790.0
566,883108,30.843392008941045,0.013103037522334724,21026.380952380954,42,22,0,0.0005955926146515784,0.0005955926146515784,1,22,-2.0,1193.0
55,42297,1.876863684771033,0.00034940600978336826,3021.214285714286,14,1,0,0.0,0.0,0,22,-2.0,939.0
185,17927,0.7560307017543859,0.022266966717991235,1792.7,10,188,0,0.0023688262465948124,0.00035532393698922183,3,19,-2.0,988.0
47,83817,2.827834008097166,0.012398516328171608,2703.7741935483873,31,478,0,0.00339791974684201,0.00033719814281638267,13,23,-2.0,1235.0
14,4045,0.19529741212823484,0.026682838083687082,2022.5,2,44,0,0.0018192844147968466,0.0,0,22,-2.0,863.0
7,4363,0.18017013544763794,0.004120879120879121,1090.75,4,6,0,0.0020604395604395605,0.0006868131868131869,1,17,-2.0,1009.0
7458,9296126,320.6445226269316,0.0038880952748934143,21518.810185185186,432,1761,0,0.0004482017835339938,6.623671677842273e-05,30,25,58.7,1208.0
20,7528,0.31117724867724866,0.011426806670784434,941.0,8,37,0,0.0009264978381717109,0.0006176652254478073,2,22,-2.0,1008.0
25,12352,0.4110756123535676,0.0032674118658641443,4117.333333333333,3,19,0,0.00034393809114359415,0.0006878761822871883,4,22,-2.0,1252.0
11962,3652672,125.88475323959194,0.0033391297913275123,21742.095238095237,168,361,0,0.0026269054314044696,0.0012949533816782597,140,20,-2.0,1209.0
171,35721,1.5471673596673596,0.010340964582196306,8930.25,4,360,0,0.000746847442047511,0.0010340964582196306,36,22,-2.0,962.0
1184,1833899,70.10317278287462,0.003381424706943192,114618.6875,16,930,0,0.00013816574071380785,0.0001745251461648099,48,10,-2.0,1090.0
338,52788,2.1885572139303484,0.003674219228413962,2199.5,24,6,0,0.001837109614206981,0.0,0,20,-2.0,1005.0
3212,3536956,130.07340394233597,0.002261517807396808,1463.3661563922217,2417,1100,0,0.0023088040888241956,0.0007976990084272378,388,25,2.8350515463917527,1133.0
147,702974,36.20591264936135,0.009398018796037593,22676.58064516129,31,74,0,0.000254000508001016,0.0,0,17,-2.0,809.0
1141,467562,18.71445725264169,0.008680225559145917,7305.65625,64,137,0,0.0013305455236647026,6.335931065070012e-05,1,22,-2.0,1041.0
11814,3542426,120.09852183346895,0.007883817427385892,1103.5595015576323,3210,57,0,0.0012448132780082987,0.00027662517289073305,2,10,-2.0,1229.0
4397,358096,15.194161575016972,0.01681075888568684,2106.4470588235295,170,35,0,0.007684918347742555,0.0,0,20,-2.0,982.0
126,8512,0.35011516946363935,0.010548523206751054,173.71428571428572,49,50,0,0.0012658227848101266,0.005274261603375527,25,22,-2.0,1013.0
30962,5456142,179.00728346456694,0.006573957016434893,39825.85401459854,137,52,0,0.0032869785082174463,0.003413400758533502,27,24,-2.0,1270.0
110111,14796860,500.43492965367966,0.04599200848079589,98645.73333333334,150,1128,0,0.0024871564869933947,0.003588029030416701,88,23,12.818181818181818,1232.0
84138,27744772,1100.9830158730158,0.04562178072111847,14972.893685914732,1853,62,0,0.03164091243561442,0.0,0,20,-2.0,1050.0
4563,1259751,42.228177795655675,0.0011807009069929695,6561.203125,192,22,0,0.0002146728921805399,0.00010733644609026995,2,24,-2.0,1243.0
398,409472,17.356391997287215,0.007151614221495709,34122.666666666664,12,35,0,0.0002043318348998774,0.0004086636697997548,2,22,-2.0,983.0
493,21693,0.7634079391891891,0.025486749594375337,5423.25,4,377,0,0.0019605191995673336,0.00027041644131963225,4,22,-2.0,1184.0
29,35131,1.1747926698769395,0.00544069640914037,747.468085106383,47,15,0,0.0018135654697134566,0.0007254261878853826,2,22,-2.0,1246.0
220,122401,4.607083709725986,0.010255187216789887,1549.379746835443,79,43,0,0.00023849272597185786,0.00023849272597185786,1,10,-2.0,1107.0
42075,13221695,505.8805861646771,0.006796941376380629,33472.645569620254,395,16,0,0.004672897196261682,0.0008496176720475786,2,26,-2.0,1089.0
542,94191,3.9483148893360163,0.006603409704543701,13455.857142857143,7,428,0,0.0004937128751060711,0.00027771349224716503,18,20,-2.0,994.0
