channelViewCount,totalviews/channelelapsedtime,likes/views,totvideos/videocount,videoCount,videoLikeCount,channelCommentCount,comments/views,dislikes/views,videoDislikeCount,videoCategoryId,likes/dislikes,channelDays
515879,16.234862789526687,0.007800414705591944,42989.91666666666,12,237,0,0.0020406148174966264,0.0003620445643945628,11,26,-2.0,1324.0
73415,2.1481448970037453,0.004697482149567831,2447.1666666666665,30,25,0,0.00018789928598271328,0.00018789928598271328,1,10,-2.0,1424.0
4182131,132.01171085858587,0.03580234737153565,25657.245398773008,163,363,0,0.003846533188677385,0.0011835486734391952,12,22,-2.0,1320.0
87588,2.580975954738331,0.0015959872321021432,5152.235294117647,17,7,0,0.0,0.0002279981760145919,1,10,-2.0,1414.0
35618,0.9416772419627748,0.01787369257248775,3561.8,10,135,0,-1.0,0.0210512379187078,159,20,-2.0,1576.0
103657,2.956222906684919,0.0006788866259334692,1419.958904109589,73,2,0,0.0,0.0,0,22,-2.0,1461.0
20944,0.4888888888888889,0.005311077389984826,6981.333333333332,3,7,2,0.0030349013657056147,0.002276176024279211,3,10,-2.0,1785.0
31847,0.7950619133213501,0.0011518185442785632,7961.75,4,26,0,0.000708811411863731,0.004252868471182386,96,22,-2.0,1669.0
1969220,44.984009502923975,0.0072289156626506035,11583.64705882353,170,9,1,0.0,0.0008032128514056224,1,10,-2.0,1824.0
4311,0.12055369127516778,0.005405405405405407,269.4375,16,11,0,0.0,0.0,0,22,-2.0,1490.0
82788,2.2283591731266155,0.004432173218048389,13798.0,6,366,0,0.0002664147835985372,0.00024219525781685194,20,22,-2.0,1548.0
62538,1.9006199854121082,0.0050057758952637655,62538.0,1,312,0,0.002278269798485432,0.0019092542677448337,119,22,-2.0,1371.0
723451,21.272965184662432,0.009299677358132473,14764.306122448981,49,49,0,0.0015183146707155055,0.002277472006073259,12,22,-2.0,1417.0
536553,14.894320453031314,0.0006680026720106881,3675.0205479452056,146,1,0,0.0,0.0,0,10,-2.0,1501.0
334483,9.026419473229707,0.014131579903367603,25729.461538461543,13,1167,0,0.0003996076579358448,7.265593780651722e-05,6,22,194.5,1544.0
186354,6.005220417633411,0.010516381286234326,5036.594594594595,37,78,0,0.00633679385196171,0.0006741270055278415,5,10,-2.0,1293.0
23388,0.7530911901081917,0.015354833032689516,11694.0,2,349,0,0.005059615469224339,0.000703946500065995,16,24,-2.0,1294.0
3266,0.08935215583278616,0.01024473534433694,1633.0,2,18,0,0.0,0.0,0,2,-2.0,1523.0
1402,0.03759116259116259,0.011412268188302424,1402.0,1,16,0,0.0007132667617689017,0.003566333808844508,5,22,-2.0,1554.0
27746,0.7896744080145719,0.002692998204667864,1206.3478260869565,23,6,0,0.0,0.0,0,22,-2.0,1464.0
2089,0.06579113126732174,0.0014829461196243206,1044.5,2,3,0,0.0004943153732081066,0.0,0,25,-2.0,1323.0
25717,0.6084847624455801,0.004910714285714286,1353.5263157894738,19,22,0,0.00022321428571428568,0.0,0,22,-2.0,1761.0
32458660,809.3621583881908,0.00934912931772766,29058.7824529991,1117,524,3,0.0001962603482729089,0.00030331144733085927,17,10,-2.0,1671.0
5328,0.13586291309669524,0.010687022900763359,484.3636363636364,11,14,0,0.0,0.0,0,24,-2.0,1634.0
348671,8.762339163650985,0.002405291641611545,1028.5280235988198,339,4,1,0.0,0.0,0,22,-2.0,1658.0
39437,1.0649438323612008,0.0025568181818181822,19718.5,2,99,0,0.0005165289256198346,0.0,0,22,-2.0,1543.0
151192,3.954593011090186,0.0057218824780643435,10799.42857142857,14,538,1,0.0009465567668173357,0.001106088806168572,104,24,-2.0,1593.0
10665,0.28125,0.00312256049960968,711.0,15,4,0,0.00312256049960968,0.00078064012490242,1,22,-2.0,1580.0
6327,0.17824543610547666,0.00922509225092251,703.0,9,25,0,0.001107011070110701,0.0,0,22,-2.0,1479.0
35635,0.8470003803004373,0.0031670625494853518,3239.5454545454545,11,24,0,0.002111375032990235,0.0007917656373713379,6,2,-2.0,1753.0
9859,0.26972532282775225,0.03125,4929.5,2,148,0,0.005912162162162162,0.001900337837837838,9,22,-2.0,1523.0
597837,15.03311707905854,0.00283860502838605,11279.943396226416,53,7,0,0.0,0.0,0,22,-2.0,1657.0
106244,2.6667670682730917,0.0,1897.2142857142856,56,0,1,0.0,0.0,0,17,-2.0,1660.0
91014,2.17570281124498,0.002018425628010152,2600.4,35,101,7,0.0010192050200843342,0.0004996103039629089,25,28,-2.0,1743.0
1498440,40.674267100977204,0.0025058731401722788,11526.46153846154,130,16,0,0.0007830853563038371,0.0004698512137823023,3,22,-2.0,1535.0
1752706,46.1335544325121,0.012998953742747534,12343.0,142,410,8,0.02140071652769411,0.000697504834976697,22,20,-2.0,1583.0
33088,0.8315239244069159,0.0032450770705804268,5514.666666666668,6,44,0,0.001106276274061509,0.001106276274061509,15,10,-2.0,1658.0
120029,2.916156462585034,0.004521167283189478,2449.5714285714284,49,11,1,0.00041101520756267986,0.0008220304151253597,2,22,-2.0,1715.0
636053,17.424200087661625,0.015408320493066256,5436.350427350428,117,240,0,0.0018618387262455058,0.00025680534155110427,4,28,-2.0,1521.0
28800,0.8397480755773268,0.005654234964875207,2215.3846153846152,13,99,0,0.0009138157518990234,0.0005140213604432006,9,22,-2.0,1429.0
51570,1.6528846153846153,0.0013238457719675658,2714.2105263157896,19,8,0,0.0006619228859837829,0.0021512493794472944,13,22,-2.0,1300.0
1805563,50.457271406215064,0.0029036004645760748,4571.045569620253,395,10,0,0.0,0.00029036004645760743,1,22,-2.0,1491.0
7952,0.245069033530572,0.008112724167378309,3976.0,2,19,0,0.0,0.0017079419299743806,4,22,-2.0,1352.0
15838,0.3749526515151515,0.003980891719745223,5279.333333333333,3,5,0,0.0015923566878980893,0.0015923566878980893,2,22,-2.0,1760.0
10273586,324.5383497599192,0.007643153577895791,733827.5714285716,14,53558,0,0.0009403028291712793,0.0017864183966559523,12518,10,4.278478990254034,1319.0
143791,3.4216400152293933,0.0013169446883230904,1633.9886363636365,88,3,0,0.000877963125548727,0.0026338893766461808,6,22,-2.0,1751.0
1794516,45.09740651387214,0.009243697478991595,6021.86577181208,298,176,0,0.001207983193277311,0.0007352941176470588,14,28,-2.0,1658.0
3957,0.09738629651506203,0.0027855153203342623,3957.0,1,11,0,0.00025322866548493293,0.0012661433274246644,5,17,-2.0,1693.0
5971,0.1702886151038102,0.0017102369899828975,221.14814814814812,27,7,0,0.0004886391399951137,0.002687515269973125,11,20,-2.0,1461.0
39988,0.9653341058323676,0.010082112046564808,1378.896551724138,29,97,0,0.0005196964972456086,0.0009354536950420953,9,1,-2.0,1726.0
102808,2.414693724163848,0.002661934338952973,2855.777777777778,36,15,0,0.0,0.000354924578527063,2,10,-2.0,1774.0
4765102,116.17666276574995,0.0020650490449148173,55408.162790697665,86,8,0,0.0,0.0,0,22,-2.0,1709.0
18485,0.4307652870991797,0.0018648860013234677,3697.0,5,31,0,0.0005414185165132649,0.0,0,10,-2.0,1788.0
149615,4.098591935130397,0.0007336757153338225,2822.924528301887,53,2,0,0.0,0.0003668378576669112,1,27,-2.0,1521.0
12631,0.33628860489882856,0.0083986562150056,1148.2727272727273,11,15,0,0.0,0.0,0,1,-2.0,1565.0
153729,4.330882352941177,0.0059027777777777785,948.9444444444445,162,34,0,0.0005208333333333333,0.0,0,17,-2.0,1479.0
4696,0.13429421185083504,0.005196733481811433,782.6666666666665,6,7,0,0.0,0.0,0,20,-2.0,1457.0
6996051,181.39522401991292,0.0248790601243953,1870.601871657754,3740,72,16,0.00138217000691085,0.00138217000691085,4,10,-2.0,1607.0
638599,20.78772786458333,0.002400384061449832,16374.333333333336,39,20,0,0.0016802688430148825,0.0001200192030724916,1,10,-2.0,1280.0
75369,2.094979986657772,0.0028653295128939827,1235.5573770491806,61,6,2,0.0019102196752626551,0.0004775549188156638,1,20,-2.0,1499.0
299669,8.731614219114219,0.010943031863533957,6115.693877551021,49,34,0,0.001287415513356936,0.000643707756678468,2,10,-2.0,1430.0
367831,9.026084609344329,0.0039745627980922104,6568.410714285716,56,10,0,0.0,0.000397456279809221,1,2,-2.0,1698.0
251277,5.752678571428572,0.009259259259259259,19329.0,13,15,0,0.001851851851851852,0.0006172839506172839,1,10,-2.0,1820.0
631959,19.432933579335792,0.0028765365671950664,11284.982142857143,56,556,0,0.00040354289971441577,0.0001241670460659741,24,28,-2.0,1355.0
4688,0.10882079851439183,0.017915309446254073,937.6,5,22,0,0.0008143322475570032,0.0008143322475570032,1,22,-2.0,1795.0
29631,0.8927151120751988,0.00213032157711426,29631.0,1,63,0,0.00023670239745714,0.00016907314104081423,5,22,-2.0,1383.0
24338,0.680592841163311,0.005989705194197473,1872.1538461538464,13,64,0,0.0014974262985493682,0.00018717828731867105,2,28,-2.0,1490.0
419867,10.100726520400308,0.00020815986677768527,8933.340425531915,47,1,0,0.0,0.00041631973355537054,2,2,-2.0,1732.0
42785,1.1479126421978965,0.000864304235090752,2139.25,20,1,0,0.0,0.000864304235090752,1,22,-2.0,1553.0
27588,0.7166458852867831,0.0006911692958204586,2758.8,10,17,0,4.065701740120345e-05,8.131403480240692e-05,2,15,-2.0,1604.0
43897,1.0071815345080763,0.0020278429674861578,43897.0,1,89,0,0.00013670851466198822,4.5569504887329404e-05,2,22,-2.0,1816.0
3238,0.08818082788671024,0.0021802325581395353,462.57142857142856,7,3,0,0.004360465116279071,0.0,0,22,-2.0,1530.0
207047,6.39033950617284,0.004195804195804196,3137.075757575757,66,21,0,0.0007992007992007992,0.002597402597402597,13,2,-2.0,1350.0
27887,0.6635969921949362,0.0024676125848241827,2145.153846153846,13,20,0,0.0014805675508945096,0.00012338062924120913,1,20,-2.0,1751.0
37999,0.9052553840289688,0.005862068965517242,1583.291666666667,24,17,0,0.003448275862068965,0.0027586206896551718,8,20,-2.0,1749.0
2971061,71.6816492955028,0.017580577647551276,6631.832589285716,448,42,0,0.0046044370029300966,0.0004185851820845542,1,10,-2.0,1727.0
15196,0.3498158379373849,0.00938137321549966,7598.0,2,138,0,0.0011556764106050307,0.00013596193065941534,2,24,-2.0,1810.0
909870,21.120473537604454,0.0029216467463479413,1729.7908745247146,526,22,0,0.002257636122177955,0.0003984063745019921,3,20,-2.0,1795.0
65626,1.7954147515867804,0.007344184200079397,2430.592592592593,27,74,0,0.001687177451369591,0.0025803890432711395,26,10,-2.0,1523.0
6805,0.16718258647798742,0.00898972602739726,523.4615384615385,13,21,0,0.0012842465753424655,0.006421232876712328,15,22,-2.0,1696.0
21183,0.5323431845597105,0.0013867221355520886,543.1538461538462,39,8,0,0.0005200208008320333,0.0015600624024961,9,28,-2.0,1658.0
5049,0.12396876841484973,0.005545652604476134,5049.0,1,28,0,0.00019805902158843332,0.00019805902158843332,1,2,-2.0,1697.0
40828,1.0316353345461895,0.0015376729882111738,56.08241758241758,728,3,0,0.002050230650948232,0.0015376729882111738,3,20,-2.0,1649.0
